Project Status,Schedule Variance,Project Description,Milestone Description,Milestone Type,Milestone Indentifier,Project Status,Stage,Work Notes:,Actual/Schedule Finish,Baseline Date,Variance (d),Variance (%)
On Hold,-5% to 0%,Project 90,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,On Hold,2. Concept,Delay reason shown here,06/03/2025,18/02/2025,-12,-1.5%
On Hold,-5% to 0%,Project 90,4.00 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,On Hold,2. Concept,Delay reason shown here,04/04/2025,18/02/2025,-33,-4.0%
On Hold,-5% to 0%,Project 90,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,On Hold,2. Concept,Delay reason shown here,01/04/2025,18/02/2025,-30,-3.6%
On Hold,10% to 25%,Project 90,6.01 Training Docs & App H'over Checklist Complete,Deliverable,Unassigned,On Hold,2. Concept,Delay reason shown here,17/01/2025,06/06/2025,96,11.7%
On Hold,N/A,Project 54,6.00 Application Handover Checklist Complete,Deliverable,Unassigned,On Hold,4. Analyse & Design,Delay reason shown here,10/12/2024,,,
On Hold,10% to 25%,Project 90,6.06 New Form for Creating New Service (IT Catal.),Deliverable,Unassigned,On Hold,2. Concept,Delay reason shown here,17/01/2025,06/06/2025,96,11.7%
On Hold,5% to 10%,Project 90,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,On Hold,2. Concept,Delay reason shown here,17/01/2025,09/05/2025,76,9.2%
On Hold,-5% to 0%,Project 90,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,On Hold,2. Concept,Delay reason shown here,18/03/2025,18/02/2025,-20,-2.4%
On Hold,N/A,Project 54,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,On Hold,4. Analyse & Design,Delay reason shown here,11/10/2024,,,
On Hold,0%,Project 84,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,On Hold,7. Closure,Delay reason shown here,29/07/2024,29/07/2024,0,
On Hold,0%,Project 84,7.02 PIR Sign Off,Deliverable,Gate 3 Approval,On Hold,7. Closure,Delay reason shown here,29/07/2024,29/07/2024,0,
On Hold,0%,Project 84,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,On Hold,7. Closure,Delay reason shown here,31/07/2024,31/07/2024,0,
On Hold,-25% to -10%,Project 90,DEP IN: Inbound Dependency,External,Unassigned,On Hold,2. Concept,Delay reason shown here,17/01/2025,02/08/2024,-109,-13.3%
On Hold,N/A,Project 54,HDO>>EPS Program UAT Commencement 30/9,External,Unassigned,On Hold,4. Analyse & Design,Delay reason shown here,30/09/2024,,,
On Hold,-25% to -10%,Project 90,3.08 HYB Release Plan,Deliverable,Project Kickoff,On Hold,2. Concept,Delay reason shown here,13/02/2025,20/09/2024,-92,-11.2%
On Hold,-25% to -10%,Project 90,3.09 HYB High Level Story Map,Deliverable,Project Kickoff,On Hold,2. Concept,Delay reason shown here,13/02/2025,20/09/2024,-92,-11.2%
On Hold,-25% to -10%,Project 90,3.10 HYB Product Backlog,Deliverable,Project Kickoff,On Hold,2. Concept,Delay reason shown here,13/02/2025,20/09/2024,-92,-11.2%
On Hold,-10% to -5%,Project 90,3.12 Program Architecture Guide,Deliverable,Project Kickoff,On Hold,2. Concept,Delay reason shown here,27/02/2025,21/10/2024,-82,-10.0%
On Hold,-25% to -10%,Project 44,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,On Hold,3. Evaluate,Delay reason shown here,28/08/2026,13/06/2025,-298,-24.3%
On Hold,0%,Project 144,3.16 Stakeholder Assessment & Eng Plan Complete,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,17/10/2024,17/10/2024,0,0.0%
On Hold,0%,Project 144,3.00 P50 Cost Estimate Ready,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,24/10/2024,24/10/2024,0,0.0%
On Hold,0%,Project 98,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,On Hold,3. Evaluate,Delay reason shown here,28/04/2025,28/04/2025,0,0.0%
On Hold,0%,Project 98,7.02 PIR Sign Off,Deliverable,Gate 3 Approval,On Hold,3. Evaluate,Delay reason shown here,28/04/2025,28/04/2025,0,0.0%
On Hold,0%,Project 98,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,On Hold,3. Evaluate,Delay reason shown here,29/04/2025,29/04/2025,0,0.0%
On Hold,-25% to -10%,Project 98,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,On Hold,3. Evaluate,Delay reason shown here,31/07/2025,30/04/2025,-66,-19.9%
On Hold,-5% to 0%,Project 44,3.01 Non-Standard Service Request Raised (Opt),Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,07/02/2025,04/11/2024,-58,-4.7%
On Hold,-5% to 0%,Project 44,3.04 PACT Sign Off,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,14/02/2025,02/12/2024,-43,-3.5%
On Hold,-25% to -10%,Project 44,3.05 Business Impact Assessment Sign Off,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,13/06/2025,22/11/2024,-130,-10.6%
On Hold,-5% to 0%,Project 44,3.06 Business Requirements Document Sign Off,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,14/02/2025,21/11/2024,-50,-4.1%
On Hold,N/A,Project 44,3.07 Product Vision Sign Off (Opt),Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,,04/11/2024,,
On Hold,-25% to -10%,Project 44,3.11 Prelim Sol'n Arch Design (PSAD) Sign Off,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,13/06/2025,02/12/2024,-124,-10.1%
On Hold,N/A,Project 44,3.12 Program Architecture Guide,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,,06/12/2024,,
On Hold,-10% to -5%,Project 44,3.13 RFx/Other Procurement Document Sign Off,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,17/04/2025,02/12/2024,-87,-7.1%
On Hold,N/A,Project 44,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,,06/12/2024,,
On Hold,N/A,Project 44,3.15 Benefits Realisation Plan Sign Off,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,,15/11/2024,,
On Hold,-5% to 0%,Project 44,3.16 Stakeholder Assessment & Eng Plan Complete,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,14/02/2025,15/11/2024,-54,-4.4%
On Hold,N/A,Project 44,3.17 Change on a Page Complete,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,,04/11/2024,,
On Hold,-25% to -10%,Project 44,3.18 Change Management Plan Complete,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,28/11/2025,20/11/2024,-251,-20.4%
On Hold,-5% to 0%,Project 44,3.20 Test Strategy Sign Off,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,29/11/2024,12/11/2024,-13,-1.1%
On Hold,0% to 5%,Project 44,3.21 Final Business Case Approved - FIAC (>$1M),Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,27/09/2024,01/11/2024,24,2.0%
On Hold,0% to 5%,Project 44,3.00 P50 Cost Estimate Ready,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,27/09/2024,14/11/2024,33,2.7%
On Hold,0%,Project 44,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,29/11/2024,29/11/2024,0,0.0%
On Hold,-5% to 0%,Project 44,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,07/02/2025,04/11/2024,-58,-4.7%
On Hold,-5% to 0%,Project 44,3.02 GR Cyber Sec Requirements Form Submitted,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,07/02/2025,11/11/2024,-53,-4.3%
On Hold,-5% to 0%,Project 44,3.03 GR Cyber Sec Assessment Form Submitted (Opt),Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,07/02/2025,18/11/2024,-48,-3.9%
On Hold,-25% to -10%,Project 44,3.19 GR Service Design & Definition Team Engaged,Deliverable,Project Kickoff,On Hold,3. Evaluate,Delay reason shown here,13/06/2025,25/11/2024,-129,-10.5%
On Hold,0%,Project 144,4.01 Sol'n Architecture Design (SAD) Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,24/02/2025,24/02/2025,0,0.0%
On Hold,0%,Project 144,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,25/02/2025,25/02/2025,0,0.0%
On Hold,0%,Project 144,4.09 Test Plan Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,14/02/2025,14/02/2025,0,0.0%
On Hold,0%,Project 144,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,17/02/2025,17/02/2025,0,0.0%
On Hold,0%,Project 144,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,04/02/2025,04/02/2025,0,0.0%
On Hold,0%,Project 144,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,07/02/2025,07/02/2025,0,0.0%
On Hold,0%,Project 144,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,06/02/2025,06/02/2025,0,0.0%
On Hold,0%,Project 144,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/02/2025,28/02/2025,0,0.0%
On Hold,0%,Project 144,5.07 GR Cyber Sec Test Support Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,29/11/2024,29/11/2024,0,0.0%
On Hold,0%,Project 144,5.01 Test Cases Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,20/12/2024,20/12/2024,0,0.0%
On Hold,0%,Project 144,5.02 Test Summary Report/Cert Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,20/12/2024,20/12/2024,0,0.0%
On Hold,0%,Project 144,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,20/12/2024,20/12/2024,0,0.0%
On Hold,0%,Project 144,5.06 Release Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,13/12/2024,13/12/2024,0,0.0%
On Hold,0%,Project 144,5.00 Service Continuity Runbook Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,20/12/2024,20/12/2024,0,0.0%
On Hold,0%,Project 144,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,07/01/2025,07/01/2025,0,0.0%
On Hold,0%,Project 144,BUILD & TEST PHASE COMPLETE,Governance,Unassigned,On Hold,3. Evaluate,Delay reason shown here,10/01/2025,10/01/2025,0,0.0%
On Hold,0%,Project 144,4.16 GR Cyber Sec Change Consult Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,15/11/2024,15/11/2024,0,0.0%
On Hold,0%,Project 144,4.17 GR Cyber Sec Sol'n Review Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,19/12/2024,19/12/2024,0,0.0%
On Hold,-25% to -10%,Project 44,4.01 Sol'n Architecture Design (SAD) Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,29/08/2025,23/01/2025,-151,-12.3%
On Hold,-25% to -10%,Project 44,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,29/08/2025,20/12/2024,-165,-13.4%
On Hold,N/A,Project 44,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,,10/01/2025,,
On Hold,N/A,Project 44,4.04 HYB Definition of Done,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,,17/01/2025,,
On Hold,-25% to -10%,Project 44,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,29/08/2025,24/01/2025,-150,-12.2%
On Hold,N/A,Project 44,4.08 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,,30/01/2025,,
On Hold,-25% to -10%,Project 44,4.09 Test Plan Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,29/08/2025,22/11/2024,-185,-15.1%
On Hold,-25% to -10%,Project 44,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,29/08/2025,20/01/2025,-154,-12.5%
On Hold,-25% to -10%,Project 44,4.11 Security Risk Assessment (SRA) Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,29/08/2025,20/12/2024,-165,-13.4%
On Hold,-10% to -5%,Project 44,4.12 Comms Plan Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,24/04/2025,08/01/2025,-73,-5.9%
On Hold,-25% to -10%,Project 44,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,29/08/2025,13/01/2025,-159,-12.9%
On Hold,-25% to -10%,Project 44,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/11/2025,16/01/2025,-220,-17.9%
On Hold,-25% to -10%,Project 44,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,12/12/2025,21/01/2025,-227,-18.5%
On Hold,-25% to -10%,Project 44,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,12/12/2025,20/12/2024,-239,-19.5%
On Hold,-25% to -10%,Project 44,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,12/12/2025,08/01/2025,-236,-19.2%
On Hold,-25% to -10%,Project 44,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,26/09/2025,07/01/2025,-183,-14.9%
On Hold,-25% to -10%,Project 44,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,On Hold,3. Evaluate,Delay reason shown here,12/12/2025,30/01/2025,-221,-18.0%
On Hold,-25% to -10%,Project 44,5.07 GR Cyber Sec Test Support Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,05/09/2025,20/02/2025,-137,-11.2%
On Hold,-25% to -10%,Project 44,5.01 Test Cases Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/11/2025,06/03/2025,-186,-15.1%
On Hold,-25% to -10%,Project 44,5.02 Test Summary Report/Cert Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/11/2025,20/03/2025,-176,-14.3%
On Hold,N/A,Project 44,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,,20/02/2025,,
On Hold,-25% to -10%,Project 44,5.04 Training Management Plan Sign Off (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/11/2025,03/04/2025,-166,-13.5%
On Hold,-25% to -10%,Project 44,5.06 Release Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/11/2025,03/04/2025,-166,-13.5%
On Hold,-25% to -10%,Project 44,5.00 Service Continuity Runbook Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/11/2025,03/04/2025,-166,-13.5%
On Hold,-25% to -10%,Project 44,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/11/2025,03/04/2025,-166,-13.5%
On Hold,-25% to -10%,Project 44,BUILD & TEST PHASE COMPLETE,Governance,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/11/2025,03/04/2025,-166,-13.5%
On Hold,<-25%,Project 44,6.07 GR Cyber Sec Pre-Rel. Review Complete (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/08/2026,09/04/2025,-341,-27.8%
On Hold,<-25%,Project 44,6.05 Service Design & Def'n & Onb'ding Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/08/2026,15/04/2025,-337,-27.4%
On Hold,<-25%,Project 44,6.02 Implementation Plan Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/08/2026,23/04/2025,-333,-27.1%
On Hold,0%,Project 44,6.03 Go Live / Prod Readiness Checklist Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/04/2025,30/04/2025,0,0.0%
On Hold,N/A,Project 44,6.04 HYB Release Retrospective Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,,09/04/2025,,
On Hold,<-25%,Project 44,6.06 New Form for Creating New Service (IT Catal.),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/08/2026,06/05/2025,-325,-26.5%
On Hold,<-25%,Project 44,6.00 Application Handover Checklist Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/08/2026,12/05/2025,-321,-26.1%
On Hold,<-25%,Project 44,GO LIVE,Deliverable,Go-Live,On Hold,3. Evaluate,Delay reason shown here,28/08/2026,16/05/2025,-317,-25.8%
On Hold,<-25%,Project 44,IMPLEMENT PHASE COMPLETE (GATE 2),Governance,Unassigned,On Hold,3. Evaluate,Delay reason shown here,28/08/2026,30/05/2025,-308,-25.1%
On Hold,-5% to 0%,Project 44,4.16 GR Cyber Sec Change Consult Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,07/02/2025,03/12/2024,-37,-3.0%
On Hold,-5% to 0%,Project 44,4.17 GR Cyber Sec Sol'n Review Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,07/02/2025,05/12/2024,-35,-2.9%
On Hold,-25% to -10%,Project 98,4.09 Test Plan Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,16/05/2025,03/03/2025,-52,-15.7%
On Hold,-25% to -10%,Project 98,4.12 Comms Plan Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,16/05/2025,03/03/2025,-52,-15.7%
On Hold,-25% to -10%,Project 98,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,16/05/2025,03/03/2025,-52,-15.7%
On Hold,0%,Project 98,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,03/03/2025,03/03/2025,0,0.0%
On Hold,-25% to -10%,Project 98,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,16/05/2025,03/03/2025,-52,-15.7%
On Hold,-25% to -10%,Project 98,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,On Hold,3. Evaluate,Delay reason shown here,16/05/2025,03/03/2025,-52,-15.7%
On Hold,0%,Project 98,5.07 GR Cyber Sec Test Support Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,03/03/2025,03/03/2025,0,0.0%
On Hold,-25% to -10%,Project 98,5.01 Test Cases Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/05/2025,10/03/2025,-56,-16.9%
On Hold,0%,Project 98,5.02 Test Summary Report/Cert Sign Off,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,11/04/2025,11/04/2025,0,0.0%
On Hold,-25% to -10%,Project 98,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/05/2025,28/03/2025,-42,-12.7%
On Hold,-10% to -5%,Project 98,5.06 Release Requested (Opt),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/05/2025,11/04/2025,-32,-9.6%
On Hold,-25% to -10%,Project 98,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/05/2025,31/03/2025,-41,-12.3%
On Hold,-10% to -5%,Project 98,BUILD & TEST PHASE COMPLETE,Governance,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/05/2025,11/04/2025,-32,-9.6%
On Hold,0%,Project 98,6.05 Service Design & Def'n & Onb'ding Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,31/03/2025,31/03/2025,0,0.0%
On Hold,-25% to -10%,Project 98,6.02 Implementation Plan Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/06/2025,31/03/2025,-61,-18.4%
On Hold,-25% to -10%,Project 98,6.03 Go Live / Prod Readiness Checklist Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/06/2025,31/03/2025,-62,-18.7%
On Hold,-25% to -10%,Project 98,6.04 HYB Release Retrospective Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/06/2025,31/03/2025,-62,-18.7%
On Hold,-25% to -10%,Project 98,6.00 Application Handover Checklist Complete,Deliverable,Unassigned,On Hold,3. Evaluate,Delay reason shown here,30/06/2025,31/03/2025,-62,-18.7%
